manufacturer,name,year,title,isBase,pp,power,powerRpm,torque,torqueRpm,weight,weightBalanceFront,weightBalanceRear,hasWideBody,swappedEngineModel,gtAutoFront,gtAutoSide,gtAutoRear,gtAutoWing,tyresFront,tyresRear,suspensionType,susBodyHeightFront,susBodyHeightRear,susAntiRollBarFront,susAntiRollBarRear,susDampingCompFront,susDampingCompRear,susDampingExpFront,susDampingExpRear,susNaturalFreqFront,susNaturalFreqRear,susCamberFront,susCamberRear,susToeFront,susToeRear,diffType,diffInitTorqueFront,diffInitTorqueRear,diffAccelSensFront,diffAccelSensRear,diffBrakeSensFront,diffBrakeSensRear,diffTorqueVectoring,diffTorqueFront,diffTorqueRear,aeroDownforceFront,aeroDownforceRear,ecuType,ecuOutput,powerRestrictor,ballastWeight,ballastPosition,transmissionType,transTopSpeedAuto,transFinalGear,transGearRatios,nitro,nitroOutput,turboType,antiLagType,intercoolerType,superchargerType,airCleanerType,silencerType,exhaustManifoldType,brakeSystemType,brakePadsType,handbrakeType,handbrakeTorque,brakeBalanceType,brakeBalance,steeringAngleKit,fourWheelSteeringType,rearSteeringAngle,clutchFlywheelType,propellerShaftType,engineBoreUp,engineStrokeUp,engineBalanceTuning,enginePolishPorts,engineHighLiftCamshaft,engineTitaniumRods,engineRacingCrank,engineHighCompPistons,weightReductionStage,isBodyRigidity
Suzuki,VGT (Gr.3),2022,Suzuki VGT (Gr.3) 2022 basic setup,TRUE,710.3,577,10000,50,7500,1220,50,50,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Suzuki,Swift Sport Gr.4,2018,Suzuki Swift Sport Gr.4 2018 basic setup,TRUE,648.19,345,6500,45,4500,900,60,40,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,3,3,3.5,2,-0.15,0,FULLY_CUSTOMISABLE,10,0,30,0,10,0,NONE,100,0,200,300,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Toyota,GR010 Hybrid,2021,Toyota GR010 Hybrid 2021 basic setup,TRUE,861.25,670,7800,68.4,6600,1040,50,50,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,4,4,,,,,FULLY_CUSTOMISABLE,,,,,,,NORMAL,0,0,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Toyota,TS050 - Hybrid,2016,Toyota TS050 - Hybrid 2016 basic setup,TRUE,865.39,493,7500,51.4,4000,875,48,52,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,70,95,5,5,25,25,45,45,4,4,3,1.5,-0.1,0.35,FULLY_CUSTOMISABLE,5,10,20,30,10,20,NORMAL,0,0,900,1200,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,3.05,"2.700, 2.110, 1.650, 1.450, 1.210, 1.000",NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Toyota,TS030 - Hybrid,2012,Toyota TS030 - Hybrid 2012 basic setup,TRUE,877.92,529,10000,42.3,6000,900,47,53,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,4,4,,,,,FULLY_CUSTOMISABLE,,,,,,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NONE,OFF,NONE,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Toyota,GT-One (TS020),1999,Toyota GT-One (TS020) 1999 basic setup,TRUE,834.73,764,7500,83.7,6000,900,49,51,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,,,,,,,NONE,0,100,750,1000,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Toyota,FT-1 VGT (Gr.3),2014,Toyota FT-1 VGT (Gr.3) 2014 basic setup,TRUE,719.27,544,9300,47.9,5800,1280,51,49,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Toyota,GR Supra Racing Concept,2018,Toyota GR Supra Racing Concept 2018 basic setup,TRUE,741.16,591,6800,71.1,6000,1243,52,48,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Toyota,SUPRA GT500,1997,Toyota SUPRA GT500 1997 basic setup,TRUE,706.79,492,6900,65.5,4500,1150,52,48,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Toyota,86 Gr.4,2015,Toyota 86 Gr.4 2015 basic setup,TRUE,635.55,358,7000,37.8,6500,1200,55,45,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,3,3,3.5,3,-0.1,0.25,FULLY_CUSTOMISABLE,0,10,0,30,0,20,NONE,0,100,200,300,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NONE,OFF,NONE,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Toyota,GR Supra Race Car,2019,Toyota GR Supra Race Car 2019 basic setup,TRUE,641.68,394,5800,59.9,2500,1380,50,50,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,90,90,5,5,25,25,45,45,3,3,3.5,3,-0.1,0.25,FULLY_CUSTOMISABLE,0,10,0,30,0,30,NONE,0,100,200,300,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,3.15,"2.550, 1.960, 1.625, 1.300, 1.050, 0.850",NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Volkswagen,Beetle Gr.3,2017,Volkswagen Beetle Gr.3 2017 basic setup,TRUE,742.41,591,8400,60.4,6500,1200,52,48,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Volkswagen,GTI VGT (Gr.3),2014,Volkswagen GTI VGT (Gr.3) 2014 basic setup,TRUE,695.04,551,6500,67.8,4500,1260,50,50,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Volkswagen,Scirocco Gr.4,2008,Volkswagen Scirocco Gr.4 2008 basic setup,TRUE,645.23,358,7000,40.3,4000,1050,60,40,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,90,110,5,5,25,25,45,45,3,3,3.5,2,-0.15,0,FULLY_CUSTOMISABLE,10,0,30,0,10,0,NONE,100,0,200,300,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,4.769,"2.582, 1.771, 1.308, 1.011, 0.819, 0.67",NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
